qnrnumb;visit;howoft;likenet;research;safeweb;goodtool;notouse;another;likeproc;hassle;visits;friend;billbrd;banner;surfing;sengine;tv;theater;nwspaper;other;easyuse;helpful;positive;useonly;influenc;secure;didbuy;better;howmuch;safe;wanttest;price;tradein;handson;checkit;noweeks;worth;sticker;actual;age;marital;children;educate;race;income;gender
1207;Yes;Often;Agree;Strongly Agree;Agree;Neutral;Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;6;No;No;No;No;Yes;Yes;No;No;No;Strongly Agree;Neutral;Strongly Disagree;Disagree;Disagree;Strongly Agree;No; ; ;Strongly Disagree;Neutral;Strongly Agree;Agree;Neutral;Disagree;4;15000;20000;18000;36;Married;1;Undergraduate degree;Asian;$95,000 - $110,000;Male
1208;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Strongly Agree;Disagree;Strongly Disagree;2;No;No;No;Yes;Yes;No;No;No;No;Neutral;Neutral;Disagree;Strongly Disagree;Agree;Strongly Agree;No; ; ;Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Neutral;Strongly Disagree;2;17000;20000;17000;43;Single; ;High school;Caucasian;$80,000 - $95,000;Female
1209;Yes;Often;Strongly Agree;Strongly Agree;Agree;Agree;Strongly Disagree;Disagree;Disagree;Strongly Agree;12;No;No;No;No;Yes;No;No;No;Yes;Neutral;Neutral;Neutral;Disagree;Agree;Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Disagree;Agree;Agree;Strongly Disagree;4;13000;18000;16000;23;Single; ;Less than high school;Caucasian;$50,000 - $65,000;Male
1210;Yes;Almost never;Disagree;Neutral;Disagree;Neutral;Neutral;Strongly Disagree;Strongly Disagree;Disagree;3;No;No;No;Yes;Yes;No;No;No;No;Strongly Disagree;Agree;Strongly Disagree;Disagree;Neutral;Strongly Agree;No; ; ;Strongly Agree;Agree;Strongly Disagree;Agree;Neutral;Disagree;4;19000;22000;21000;47;Married;2;Graduate degree;Caucasian;Over $110,000;Male
1211;Yes;Almost never;Disagree;Neutral;Disagree;Disagree;Neutral;Neutral;Strongly Disagree;Agree;4;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Disagree;Neutral;Disagree;Agree;Agree;No; ; ;Strongly Agree;Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;Strongly Disagree;5;10000;15000;12000;30;Single; ;Undergraduate degree;Caucasian;$80,000 - $95,000;Male
1212;Yes;Almost never;Disagree;Neutral;Disagree;Neutral;Disagree;Neutral;Strongly Disagree;Agree;9;No;No;Yes;Yes;Yes;No;No;No;No;Strongly Agree;Strongly Disagree;Disagree;Neutral;Agree;Agree;No; ; ;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Strongly Disagree;2;12000;17000;14000;31;Married;1;High school;Black;Under $35,000;Female
1213;Yes;Occasionally;Neutral;Agree;Neutral;Neutral;Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;8;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Neutral;Agree;Disagree;Agree;Strongly Agree;No; ; ;Strongly Disagree;Agree;Neutral;Strongly Disagree;Strongly Agree;Strongly Disagree;4;2000;10000;8000;24;Single; ;High school;Caucasian;$65,000 - $80,000;Male
1214;Yes;Occasionally;Neutral;Neutral;Neutral;Neutral;Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;9;No;No;No;No;Yes;Yes;No;No;No;Neutral;Agree;Neutral;Strongly Disagree;Neutral;Agree;No; ; ;Neutral;Agree;Strongly Disagree;Agree;Neutral;Disagree;1;11000;17000;15000;33;Married;0;High school;Caucasian;$65,000 - $80,000;Male
1215;Yes;Often;Agree;Agree;Agree;Agree;Neutral;Disagree;Strongly Disagree;Strongly Agree;8;No;No;No;No;Yes;Yes;No;No;No;Strongly Agree;Agree;Agree;Strongly Disagree;Agree;Agree;No; ; ;Strongly Disagree;Strongly Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Disagree;4;10000;15000;14000;36;Married;1;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
1216;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Neutral;Strongly Agree;Neutral;Agree;Strongly Agree;2;No;No;Yes;Yes;Yes;No;No;No;No;Disagree;Neutral;Agree;Neutral;Neutral;Strongly Agree;No; ; ;Agree;Strongly Agree;Strongly Disagree;Neutral;Disagree;Neutral;3;8000;13000;10000;37;Married;2;Less than high school;Hispanic;$35,000 - $50,000;Male
1217;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Disagree;Neutral;Neutral;Disagree;Agree;2;No;No;Yes;No;No;No;No;No;No;Strongly Agree;Neutral;Neutral;Strongly Disagree;Neutral;Agree;No; ; ;Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;1; ;10000;8000;38;Single; ;Less than high school;Caucasian;$35,000 - $50,000;Male
1218;Yes;Often;Agree;Strongly Agree;Agree;Neutral;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;11;Yes;No;No;No;Yes;Yes;No;No;No;Disagree;Neutral;Neutral;Neutral;Neutral;Neutral;No; ; ;Strongly Agree;Strongly Agree;Strongly Disagree;Neutral;Strongly Agree;Strongly Disagree;6;9000;15000;13000;35;Single; ;High school;Caucasian;$50,000 - $65,000;Male
1219;Yes;Occasionally;Neutral;Agree;Neutral;Neutral;Agree;Neutral;Strongly Disagree;Disagree;5;No;No;No;No;Yes;No;No;No;No;Neutral;Strongly Agree;Agree;Strongly Disagree;Agree;Strongly Agree;No; ; ;Strongly Disagree;Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;4;14000;18000;16000;31;Married;2;Graduate degree;Caucasian;Over $110,000;Male
1220;Yes;Almost never;Strongly Disagree;Neutral;Disagree;Neutral;Agree;Neutral;Strongly Disagree;Neutral;3;No;No;No;Yes;Yes;No;No;No;No;Agree;Disagree;Strongly Disagree;Strongly Disagree;Neutral;Agree;No; ; ;Neutral;Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Strongly Disagree;2;22000;27000;25000;28;Married;2;Other;Caucasian;Over $110,000;Female
1221;Yes;Often;Agree;Agree;Agree;Strongly Agree;Disagree;Neutral;Strongly Disagree;Strongly Agree;7;No;No;Yes;Yes;Yes;No;No;No;No;Neutral;Disagree;Disagree;Disagree;Agree;Neutral;No; ; ;Strongly Agree;Strongly Agree;Strongly Disagree;Agree;Strongly Disagree;Disagree;1;12000;16000;14000;38;Single; ;Undergraduate degree;Caucasian;$80,000 - $95,000;Male
1222;Yes;Occasionally;Neutral;Neutral;Neutral;Neutral;Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;8;No;No;Yes;No;No;No;No;No;No;Strongly Agree;Agree;Neutral;Strongly Disagree;Strongly Agree;Strongly Agree;No; ; ;Agree;Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;Agree;3;17000;23000;21000;35;Divorced;2;Undergraduate degree;Caucasian;$80,000 - $95,000;Male
1223;Yes;Almost never;Strongly Disagree;Disagree;Disagree;Strongly Disagree;Strongly Agree;Disagree;Strongly Disagree;Strongly Disagree;3;No;No;No;No;Yes;No;No;No;No;Agree;Agree;Neutral;Disagree;Agree;Strongly Agree;No; ; ;Agree;Agree;Strongly Agree;Strongly Agree;Neutral;Strongly Disagree;6;6000;10000;9000;29;Single; ;Undergraduate degree;Caucasian;Under $35,000;Male
1224;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Disagree;Strongly Disagree;Agree;3;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Agree;Agree;Neutral;Neutral;Agree;No; ; ;Neutral;Strongly Agree;Disagree;Agree;Strongly Agree;Strongly Disagree;1;10000;15000;13000;42;Married;1;Less than high school;Asian;$50,000 - $65,000;Male
1225;Yes;Occasionally;Neutral;Neutral;Neutral;Agree;Strongly Disagree;Neutral;Strongly Disagree;Strongly Agree;11;No;No;No;No;Yes;Yes;No;No;No;Disagree;Agree;Agree;Disagree;Neutral;Strongly Agree;No; ; ;Agree;Agree;Neutral;Agree;Agree;Neutral;4;4000;10000;8000;21;Single; ;Some college;Caucasian;$65,000 - $80,000;Male
1226;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;1;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Strongly Agree;Disagree;Disagree;Agree;Agree;No; ; ;Strongly Agree;Agree;Neutral;Disagree;Neutral;Strongly Disagree;1;15000;21000;19000;50;Single; ;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
1227;Yes;Almost never;Disagree;Neutral;Disagree;Neutral;Strongly Disagree;Disagree;Disagree;Strongly Disagree;5;No;No;Yes;No;No;Yes;No;No;No;Strongly Disagree;Agree;Disagree;Strongly Agree;Agree;Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Disagree;Neutral;Strongly Disagree;5;13000;19000;17000;36;Married;0;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
1228;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Strongly Disagree;Disagree;Strongly Disagree;6;Yes;No;No;No;Yes;Yes;No;No;No;Strongly Agree;Neutral;Disagree;Neutral;Agree;Strongly Agree;No; ; ;Strongly Agree;Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;5; ;10000;8000;32;Single; ;Graduate degree;Black;Under $35,000;Female
1229;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Agree;Neutral;Strongly Disagree;Neutral;1;No;No;No;No;Yes;No;No;No;No;Neutral;Disagree;Neutral;Agree;Neutral;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Neutral;Strongly Agree;Agree;Strongly Disagree;1;6000;12000;11000;42;Married;2;High school;Caucasian;$50,000 - $65,000;Male
1230;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Neutral;Strongly Disagree;Agree;Agree;4;No;No;No;No;Yes;No;No;No;No;Agree;Disagree;Agree;Disagree;Agree;Strongly Agree;No; ; ;Disagree;Neutral;Neutral;Strongly Agree;Strongly Agree;Disagree;1;14000;21000;18000;41;Single; ;High school;Caucasian;$35,000 - $50,000;Male
1231;Yes;Occasionally;Neutral;Neutral;Neutral;Disagree;Neutral;Disagree;Disagree;Strongly Disagree;6;No;No;No;No;No;No;Yes;No;No;Strongly Agree;Strongly Agree;Disagree;Strongly Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;4;8000;12000;9000;44;Separated;1;Some college;Caucasian;$95,000 - $110,000;Male
1232;Yes;Never;Agree;Disagree;Strongly Disagree;Neutral;Disagree;Disagree;Strongly Disagree;Agree;3;No;No;No;Yes;No;Yes;No;No;No;Strongly Agree;Strongly Disagree;Agree;Disagree;Agree;Agree;No; ; ;Neutral;Agree;Agree;Agree;Agree;Strongly Disagree;8;15000;22000;20000;24;Divorced;3;Undergraduate degree;Caucasian;$80,000 - $95,000;Male
1233;Yes;Occasionally;Neutral;Agree;Neutral;Disagree;Strongly Agree;Neutral;Strongly Disagree;Disagree;5;No;No;Yes;Yes;Yes;Yes;No;No;No;Disagree;Neutral;Neutral;Strongly Disagree;Agree;Strongly Agree;No; ; ;Disagree;Agree;Neutral;Agree;Neutral;Strongly Disagree;2;9000;13000;12000;35;Separated;2;Less than high school;Caucasian;$35,000 - $50,000;Female
1234;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Neutral;Strongly Agree;Strongly Disagree;Disagree;Neutral;9;No;No;No;No;No;No;No;No;No;Strongly Disagree;Agree;Strongly Disagree;Strongly Disagree;Agree;Strongly Agree;No; ; ;Neutral;Strongly Agree;Strongly Disagree;Neutral;Agree;Disagree;5;3000;10000;8000;38;Single; ;Some college;Black;$80,000 - $95,000;Male
1235;Yes;Almost never;Disagree;Disagree;Disagree;Neutral;Agree;Agree;Agree;Strongly Disagree;6;No;No;No;Yes;Yes;No;No;No;No;Disagree;Strongly Agree;Agree;Strongly Disagree;Strongly Agree;Agree;No; ; ;Strongly Disagree;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Strongly Disagree;6;7000;13000;11000;42;Married;2;High school;Asian;$65,000 - $80,000;Female
1236;Yes;Occasionally;Neutral;Neutral;Agree;Neutral;Neutral;Disagree;Disagree;Strongly Agree;8;No;No;No;No;No;Yes;No;No;No;Strongly Agree;Agree;Neutral;Neutral;Neutral;Strongly Agree;No; ; ;Strongly Disagree;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Agree;Strongly Disagree;1;21000;27000;25000;51;Single; ;Undergraduate degree;Hispanic;$95,000 - $110,000;Male
1237;Yes;Almost never;Disagree;Disagree;Disagree;Neutral;Strongly Disagree;Disagree;Strongly Disagree;Agree;5;No;No;No;Yes;Yes;No;No;No;No;Strongly Disagree;Disagree;Agree;Strongly Disagree;Agree;Strongly Agree;No; ; ;Strongly Disagree;Strongly Agree;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Disagree;4;16000;21000;18000;50;Married;3;Graduate degree;Caucasian;Over $110,000;Male
1238;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Disagree;Neutral;Neutral;Strongly Disagree;Strongly Agree;5;No;No;No;No;No;No;No;No;No;Strongly Agree;Strongly Agree;Neutral;Neutral;Agree;Strongly Agree;Yes;Yes;Much better;Strongly Disagree;Agree;Agree;Strongly Agree;Strongly Agree;Disagree;2;11000;18000;14000;35;Single; ;Less than high school;Caucasian;$50,000 - $65,000;Male
1239;Yes;Occasionally;Neutral;Agree;Neutral;Neutral;Agree;Strongly Disagree;Disagree;Disagree;8;No;No;Yes;No;Yes;Yes;No;No;No;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Yes;Yes;Somewhat better;Neutral;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;1;7000;11000;7000;35;Married;2;Other;Caucasian;Over $110,000;Male
1240;Yes;Never;Disagree;Strongly Disagree;Strongly Disagree;Disagree;Disagree;Strongly Disagree;Strongly Disagree;Agree;2;No;No;Yes;No;Yes;No;No;No;No;Agree;Agree;Neutral;Disagree;Agree;Strongly Agree;No; ; ;Strongly Disagree;Strongly Agree;Disagree;Strongly Disagree;Neutral;Strongly Disagree;2;15000;19000;17000;38;Single; ;Undergraduate degree;Caucasian;$80,000 - $95,000;Female
1241;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Disagree;Strongly Disagree;Strongly Disagree;2;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Agree;Neutral;Strongly Disagree;Agree;Agree;No; ; ;Disagree;Strongly Agree;Strongly Disagree;Strongly Agree;Neutral;Strongly Disagree;6;11000;16000;15000;45;Single; ;High school;Asian;$80,000 - $95,000;Male
1242;Yes;Almost never;Neutral;Disagree;Disagree;Neutral;Disagree;Neutral;Agree;Strongly Agree;5;No;No;Yes;No;Yes;No;No;No;No;Agree;Neutral;Neutral;Neutral;Neutral;Strongly Agree;No; ; ;Agree;Strongly Agree;Agree;Disagree;Strongly Agree;Strongly Disagree;1;5000;10000;9000;43;Single; ;High school;Caucasian;$80,000 - $95,000;Male
1243;Yes;Almost never;Neutral;Neutral;Disagree;Disagree;Strongly Agree;Strongly Disagree;Strongly Disagree;Disagree;3;No;No;No;No;Yes;No;No;No;No;Strongly Disagree;Agree;Disagree;Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Neutral;Strongly Agree;Agree;Strongly Disagree;1;13000;18000;16000;45;Single; ;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
1244;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;Neutral;Disagree;Strongly Disagree;Disagree;1;No;No;No;No;Yes;No;No;No;No;Disagree;Agree;Agree;Agree;Strongly Agree;Strongly Agree;Yes;Yes;A great deal better;Strongly Disagree;Strongly Agree;Strongly Disagree;Strongly Agree;Neutral;Neutral;1;1000;10000;7000;37;Single; ;Less than high school;Asian;$50,000 - $65,000;Male
1245;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Disagree;Disagree;Neutral;Strongly Disagree;Strongly Agree;1;No;No;No;No;Yes;No;No;No;No;Neutral;Agree;Strongly Agree;Disagree;Strongly Agree;Agree;Yes;Yes;Much better;Neutral;Strongly Agree;Strongly Disagree;Disagree;Agree;Strongly Disagree;4;13000;20000;17000;50;Single; ;Some college;Caucasian;$95,000 - $110,000;Male
1246;Yes;Almost never;Disagree;Neutral;Disagree;Disagree;Neutral;Neutral;Neutral;Strongly Agree;5;No;No;No;Yes;Yes;No;No;No;No;Strongly Disagree;Agree;Neutral;Neutral;Agree;Agree;No; ; ;Strongly Agree;Agree;Strongly Agree;Agree;Agree;Strongly Disagree;2;5000;11000;9000;41;Married;1;High school;Caucasian;$35,000 - $50,000;Female
1247;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Strongly Disagree;Disagree;Strongly Agree;4;No;No;No;No;Yes;No;No;No;No;Disagree;Neutral;Disagree;Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Disagree;Neutral;Neutral;Neutral;8;7000;11000;10000;21;Married;3;Graduate degree;Hispanic;$95,000 - $110,000;Male
1248;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;Neutral;Strongly Disagree;Disagree;Strongly Disagree;4;No;No;No;Yes;No;No;No;Yes;No;Strongly Disagree;Neutral;Neutral;Strongly Disagree;Agree;Strongly Agree;No; ; ;Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Disagree;5;2000;10000;7000;25;Single; ;Less than high school;Caucasian;Under $35,000;Female
1249;Yes;Often;Agree;Agree;Agree;Strongly Agree;Disagree;Disagree;Strongly Disagree;Agree;14;No;No;Yes;No;Yes;No;No;No;No;Neutral;Neutral;Agree;Disagree;Agree;Agree;No; ; ;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Strongly Disagree;1;14000;20000;17000;29;Married;1;Graduate degree;American Indian;Over $110,000;Male
1250;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;Disagree;Strongly Agree;Agree;2;No;No;No;No;No;No;No;No;No;Disagree;Neutral;Agree;Strongly Disagree;Strongly Agree;Neutral;Yes;Yes;A great deal better;Strongly Disagree;Strongly Agree;Strongly Disagree;Disagree;Strongly Agree;Strongly Disagree;4;12000;16000;12000;49;Single; ;Some college;Caucasian;$95,000 - $110,000;Female
1251;Yes;Almost never;Disagree;Disagree;Disagree;Disagree;Neutral;Strongly Disagree;Strongly Disagree;Disagree;7;No;No;Yes;No;Yes;No;No;No;No;Strongly Agree;Neutral;Disagree;Disagree;Neutral;Agree;No; ; ;Strongly Disagree;Agree;Strongly Agree;Neutral;Strongly Disagree;Strongly Disagree;8;20000;26000;25000;46;Married;2;Undergraduate degree;Asian;Over $110,000;Male
1252;Yes;Very often;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;Neutral;Disagree;Strongly Agree;9;No;Yes;No;Yes;No;Yes;No;No;No;Strongly Agree;Agree;Strongly Disagree;Neutral;Neutral;Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Agree;Disagree;Strongly Agree;Disagree;1;7000;11000;9000;27;Divorced;2;Some college;Caucasian;$65,000 - $80,000;Male
1253;Yes;Almost never;Agree;Neutral;Disagree;Disagree;Strongly Agree;Neutral;Strongly Disagree;Strongly Disagree;5;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Agree;Neutral;Strongly Disagree;Strongly Agree;Strongly Agree;Yes;Yes;A great deal better;Strongly Agree;Strongly Agree;Neutral;Strongly Agree;Disagree;Strongly Disagree;11; ;10000;6000;27;Married;0;Less than high school;Caucasian;Under $35,000;Female
1254;Yes;Often;Agree;Strongly Agree;Agree;Agree;Agree;Strongly Disagree;Strongly Agree;Strongly Agree;7;No;No;No;Yes;Yes;No;No;No;No;Strongly Agree;Neutral;Neutral;Strongly Disagree;Agree;Strongly Agree;No; ; ;Strongly Agree;Strongly Agree;Strongly Disagree;Neutral;Strongly Agree;Strongly Agree;6;8000;12000;10000;60;Single; ;High school;Caucasian;$65,000 - $80,000;Male
1255;Yes;Never;Strongly Disagree;Strongly Disagree;Strongly Disagree;Disagree;Neutral;Disagree;Agree;Strongly Disagree;4;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Strongly Agree;Agree;Strongly Agree;Agree;Strongly Agree;No; ; ;Agree;Agree;Disagree;Agree;Strongly Agree;Neutral;7;5000;10000;8000;48;Single; ;Undergraduate degree;Caucasian;$50,000 - $65,000;Female
1256;Yes;Often;Agree;Strongly Agree;Agree;Neutral;Strongly Disagree;Strongly Disagree;Disagree;Agree;7;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Neutral;Strongly Disagree;Neutral;Agree;Agree;No; ; ;Disagree;Neutral;Neutral;Strongly Disagree;Agree;Strongly Disagree;4;16000;21000;19000;35;Single; ;Undergraduate degree;Black;$80,000 - $95,000;Male
1257;Yes;Often;Agree;Strongly Agree;Agree;Agree;Strongly Disagree;Strongly Disagree;Neutral;Strongly Disagree;11;No;No;No;No;No;Yes;No;No;No;Strongly Agree;Strongly Disagree;Disagree;Disagree;Strongly Agree;Agree;No; ; ;Strongly Disagree;Strongly Agree;Strongly Agree;Strongly Agree;Neutral;Neutral;1;10000;15000;13000;29;Married;2;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
1258;Yes;Often;Agree;Strongly Agree;Agree;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Agree;10;No;No;No;Yes;No;No;No;No;No;Strongly Agree;Strongly Agree;Neutral;Strongly Disagree;Neutral;Strongly Agree;No; ; ;Strongly Agree;Agree;Strongly Disagree;Strongly Disagree;Neutral;Strongly Disagree;6;16000;21000;19000;40;Married;3;Graduate degree;Caucasian;Over $110,000;Female
1259;Yes;Often;Agree;Agree;Agree;Strongly Agree;Disagree;Strongly Disagree;Neutral;Strongly Disagree;13;No;No;No;Yes;Yes;No;No;Yes;No;Disagree;Agree;Agree;Strongly Disagree;Agree;Agree;No; ; ;Disagree;Strongly Agree;Strongly Disagree;Strongly Disagree;Neutral;Agree;4;11000;17000;15000;28;Married;0;Other;Black;Over $110,000;Male
1260;Yes;Very often;Agree;Strongly Agree;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Disagree;Strongly Disagree;Strongly Agree;13;No;No;No;Yes;No;No;No;No;No;Strongly Disagree;Disagree;Disagree;Strongly Agree;Agree;Strongly Agree;No; ; ;Strongly Disagree;Strongly Agree;Strongly Disagree;Disagree;Agree;Strongly Disagree;8;16000;20000;17000;34;Married;1;Undergraduate degree;Caucasian;$95,000 - $110,000;Male
1261;Yes;Almost never;Strongly Disagree;Neutral;Disagree;Disagree;Strongly Agree;Agree;Disagree;Strongly Agree;7;Yes;No;No;No;Yes;Yes;No;No;No;Strongly Agree;Neutral;Strongly Disagree;Agree;Agree;Strongly Agree;No; ; ;Agree;Neutral;Strongly Disagree;Strongly Agree;Neutral;Disagree;6; ;20000;18000;28;Married;4;Some college;Caucasian;$80,000 - $95,000;Male
1262;Yes;Never;Strongly Disagree;Disagree;Strongly Disagree;Agree;Disagree;Disagree;Neutral;Strongly Disagree;5;No;No;No;No;Yes;No;No;No;No;Strongly Agree;Neutral;Disagree;Neutral;Neutral;Agree;No; ; ;Neutral;Strongly Agree;Strongly Agree;Strongly Disagree;Strongly Agree;Strongly Disagree;7;6000;11000;9000;35;Married;1;Other;Black;Over $110,000;Male
1263;Yes;Occasionally;Neutral;Agree;Neutral;Neutral;Agree;Neutral;Strongly Disagree;Agree;8;No;No;No;Yes;Yes;Yes;Yes;No;No;Strongly Agree;Agree;Strongly Agree;Strongly Disagree;Agree;Strongly Agree;Yes;Yes;A great deal better;Agree;Agree;Disagree;Agree;Neutral;Disagree;6;5000;10000;7000;35;Single; ;Some college;Asian;$80,000 - $95,000;Male
